Filename,# unique final preds,# useful preds,# preds w/ calls,# initial preds,# final preds,# initial full exprs unseq. s.e,additional partial-alias responses,additional must-not-alias responses,additional may-alias responses,additional must-alias responses,Benchmark,Increase in additional may-alias responses(%),Increase in additional must-alias responses(%),Increase in additional must-not-alias responses(%),Increase in additional partial-alias responses(%),Total AA Queries,Total AA Queries w/ Unseq
morphology.stats,158,84,16,221,198,106,123,925,25591,362,538.imagick_r,4.423,10.61,1.31,14.909,653409.0,680410.0
regcomp.stats,29,9,0,33,261,20,0,45,-45,0,544.nab_r,-0.051,0.0,0.281,0.0,105776.0,105776.0
snprintf.stats,37,1,0,41,163,35,0,31,-31,0,507.cactuBSSN_r,-0.148,0.0,2.581,0.0,22246.0,22246.0
regex.stats,293,108,0,306,391,121,0,25,-25,0,507.cactuBSSN_r,-0.003,0.0,0.027,0.0,1004699.0,1004699.0
nblist.stats,35,8,0,35,96,14,0,23,-23,0,544.nab_r,-0.092,0.0,2.124,0.0,26188.0,26188.0
feature.stats,28,10,0,59,48,38,0,18,-18,0,538.imagick_r,-0.006,0.0,0.041,0.0,362128.0,362128.0
screen_edit.stats,16,9,1,32,50,14,0,17,-17,0,526.blender_r,-0.016,0.0,0.182,0.0,117719.0,117719.0
paint_curve.stats,45,21,1,62,123,11,0,16,-16,0,526.blender_r,-0.159,0.0,0.683,0.0,12701.0,12701.0
uvedit_smart_stitch.stats,12,3,4,43,42,17,0,13,-13,0,526.blender_r,-0.002,0.0,0.034,0.0,759870.0,759870.0
ImageValidator.stats,46,16,0,50,62,8,0,12,-12,0,511.povray_r,-0.029,0.0,0.027,0.0,85085.0,85085.0
ImageValidator.stats,46,16,0,50,62,8,0,12,-12,0,538.imagick_r,-0.029,0.0,0.027,0.0,85085.0,85085.0
sff.stats,21,12,0,79,33,11,0,12,-12,0,544.nab_r,-0.008,0.0,0.035,0.0,185458.0,185458.0
sequencer_scopes.stats,52,15,0,56,208,31,0,12,-12,0,526.blender_r,-0.004,0.0,0.03,0.0,351313.0,351313.0
paint_image_proj.stats,56,36,11,87,56,27,0,9,-9,0,526.blender_r,-0.002,0.0,0.004,0.0,747015.0,747015.0
meshtools.stats,4,2,2,38,4,15,0,7,-7,0,526.blender_r,-0.004,0.0,0.033,0.0,205310.0,205310.0
particle_edit.stats,46,28,7,68,46,32,0,7,-7,0,526.blender_r,-0.001,0.0,0.004,0.0,708909.0,708909.0
prm.stats,13,7,0,17,13,9,0,6,-6,0,544.nab_r,-0.001,0.0,0.002,0.0,822433.0,822433.0
molio.stats,19,4,0,23,25,11,0,6,-6,0,544.nab_r,-0.032,0.0,0.026,0.0,41976.0,41976.0
editmesh_utils.stats,21,9,4,53,22,19,0,6,-6,0,526.blender_r,-0.008,0.0,0.071,0.0,81796.0,81796.0
wm_event_system.stats,7,6,0,25,7,13,0,6,-6,0,526.blender_r,-0.004,0.0,0.018,0.0,190813.0,190813.0
image_edit.stats,2,1,0,16,4,5,0,3,-3,0,526.blender_r,-0.238,0.0,0.275,0.0,2505.0,2505.0
sequencer_edit.stats,26,4,4,42,26,13,0,3,-3,0,526.blender_r,-0.009,0.0,0.033,0.0,45451.0,45451.0
mask_edit.stats,18,9,0,34,18,15,0,3,-3,0,526.blender_r,-0.078,0.0,0.053,0.0,9692.0,9692.0
object_vgroup.stats,6,2,0,38,14,14,0,3,-3,0,526.blender_r,-0.002,0.0,0.009,0.0,188088.0,188088.0
drawvolume.stats,18,6,0,34,18,7,0,3,-3,0,526.blender_r,-0.036,0.0,0.021,0.0,22791.0,22791.0
CartGrid3D.stats,18,10,0,18,18,5,0,3,-3,0,507.cactuBSSN_r,-0.018,0.0,0.005,0.0,77296.0,77296.0
clip_editor.stats,8,4,0,24,26,10,0,3,-3,0,526.blender_r,-0.052,0.0,0.04,0.0,13609.0,13609.0
gpencil_edit.stats,29,15,1,48,61,19,0,2,-2,0,526.blender_r,-0.001,0.0,0.003,0.0,364640.0,364640.0
Parameters.stats,14,6,1,18,22,10,0,2,-2,0,507.cactuBSSN_r,-0.005,0.0,0.014,0.0,57653.0,57653.0
text_draw.stats,11,3,0,29,13,13,0,2,-2,0,526.blender_r,-0.003,0.0,0.013,0.0,73334.0,73334.0
mask_ops.stats,9,6,0,27,9,12,0,2,-2,0,526.blender_r,-0.003,0.0,0.005,0.0,117156.0,117156.0
transform_conversions.stats,72,5,34,104,77,50,0,2,-2,0,526.blender_r,-0.0,0.0,0.0,0.0,9746499.0,9746499.0
object_add.stats,5,2,2,23,11,9,0,2,-2,0,526.blender_r,-0.002,0.0,0.011,0.0,150967.0,150967.0
segment.stats,8,2,0,39,8,34,0,2,-2,0,538.imagick_r,-0.0,0.0,0.001,0.0,1086268.0,1086268.0
editfont.stats,20,10,2,38,29,17,0,2,-2,0,526.blender_r,-0.004,0.0,0.02,0.0,55615.0,55615.0
drawobject.stats,315,194,1,345,320,66,0,1,-1,0,526.blender_r,-0.0,0.0,0.0,0.0,4461260.0,4461260.0
paint_vertex.stats,6,2,2,24,8,12,0,1,-1,0,526.blender_r,-0.001,0.0,0.004,0.0,174300.0,174300.0
distribute-cache.stats,3,1,0,11,3,11,0,1,-1,0,538.imagick_r,-0.055,0.0,0.197,0.0,2364.0,2364.0
draw.stats,1,1,0,32,1,31,0,1,-1,0,538.imagick_r,-0.0,0.0,0.001,0.0,1022560.0,1022560.0
transform_ops.stats,2,1,0,32,2,11,0,1,-1,0,526.blender_r,-0.009,0.0,0.01,0.0,21788.0,21788.0
object_shapekey.stats,6,1,0,24,6,10,0,1,-1,0,526.blender_r,-0.021,0.0,0.134,0.0,5668.0,5668.0
paint_image.stats,6,1,2,38,6,15,0,1,-1,0,526.blender_r,-0.006,0.0,0.016,0.0,24303.0,24303.0
object_hook.stats,5,1,3,37,5,15,0,1,-1,0,526.blender_r,-0.003,0.0,0.015,0.0,37213.0,37213.0
ActiveThorns.stats,2,1,0,6,2,5,0,1,-1,0,507.cactuBSSN_r,-0.002,0.0,0.018,0.0,46112.0,46112.0
regexec.stats,36,15,0,40,36,10,0,1,-1,0,544.nab_r,-0.002,0.0,0.023,0.0,48365.0,48365.0
space_node.stats,6,2,0,22,8,9,0,1,-1,0,526.blender_r,-0.009,0.0,0.035,0.0,14368.0,14368.0
wm_keymap.stats,8,1,0,24,28,9,0,1,-1,0,526.blender_r,-0.0,0.0,0.001,0.0,634526.0,634526.0
view2d.stats,42,16,0,58,42,27,0,1,-1,0,526.blender_r,-0.013,0.0,0.009,0.0,19396.0,19396.0
type.stats,3,1,0,7,3,5,0,1,-1,0,521.wrf_r,-0.125,0.0,0.33,0.0,1161.0,1161.0
screen_ops.stats,3,1,3,37,3,15,0,1,-1,0,526.blender_r,-0.002,0.0,0.006,0.0,70956.0,70956.0
quantize.stats,4,1,0,35,6,33,0,1,-1,0,538.imagick_r,-0.001,0.0,0.004,0.0,116422.0,116422.0
editmesh_select.stats,7,4,2,41,9,19,0,1,-1,0,526.blender_r,-0.001,0.0,0.004,0.0,107751.0,107751.0
misc.stats,0,0,0,4,0,4,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,7481.0,7481.0
fort-dim.stats,0,0,15,29,0,10,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,568.0,568.0
ncx.stats,154,0,0,172,991,72,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,67619.0,67619.0
main.stats,0,0,0,0,0,0,0,0,0,0,997.specrand_fr,0.0,0.0,0.0,0.0,60.0,60.0
fort-genatt.stats,0,0,10,24,0,9,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,1428.0,1428.0
wrf_num_bytes_between.stats,4,0,0,4,4,1,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,24.0,24.0
string.stats,0,0,0,4,0,4,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,92.0,92.0
fort-geninq.stats,0,0,0,14,0,8,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,102.0,102.0
fort-control.stats,8,8,0,22,8,12,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,1399.0,1399.0
putget.stats,15,0,2,23,150,14,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,733396.0,733396.0
task_for_point.stats,0,0,0,0,0,0,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,142.0,142.0
attr.stats,0,0,0,4,0,4,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,46105.0,46105.0
error.stats,0,0,0,4,0,4,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,21.0,21.0
fort-genvar.stats,0,0,17,31,0,10,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,950.0,950.0
fort-misc.stats,0,0,0,14,0,8,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,16.0,16.0
rsl_bcast.stats,0,0,0,0,0,0,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,615.0,615.0
symtab_gen.stats,1,0,0,5,2,5,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,486.0,486.0
pack_utils.stats,2,0,0,6,2,5,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,2479.0,2479.0
my_strtok.stats,0,0,0,0,0,0,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,277.0,277.0
interface_panel.stats,2,1,0,20,2,8,0,0,0,0,526.blender_r,0.0,0.0,0.0,0.0,49048.0,49048.0
specrand.stats,1,0,0,1,1,1,0,0,0,0,997.specrand_fr,0.0,0.0,0.0,0.0,257.0,257.0
ProcessCommandLine.stats,0,0,0,4,0,4,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,763.0,763.0
ADMBase.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,128029.0,128029.0
IOBasic_Functions.stats,0,0,0,4,0,4,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,0.0,0.0
Boundary_Functions.stats,0,0,0,4,0,4,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,268.0,268.0
CactusDefaultComm.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,5639.0,5639.0
PUGH_Parameters.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,25425.0,25425.0
GaugeWave.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,125761.0,125761.0
ScheduleSorter.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,1145.0,1145.0
CoordGauge_Parameters.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,225.0,225.0
StaticConformal_Parameters.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,76.0,76.0
Interp.stats,0,0,0,4,0,4,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,934.0,934.0
PUGHInterp_Functions.stats,0,0,0,4,0,4,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,101.0,101.0
ScheduleGenericFD.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,15.0,15.0
BindingsVariables.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,325.0,325.0
StoreKeyedData.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,116.0,116.0
MainUtils.stats,0,0,0,4,0,4,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,45.0,45.0
IOASCII_Parameters.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,15051.0,15051.0
IOBasic.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,3780.0,3780.0
Cache.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,34.0,34.0
ScheduleSymBase.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,561.0,561.0
Hash.stats,1,0,0,5,25,5,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,5120.0,5120.0
WarnLevel.stats,0,0,0,4,0,4,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,7613.0,7613.0
StaticConformal_Functions.stats,0,0,0,4,0,4,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,111.0,111.0
ParamCheck.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,2016.0,2016.0
Misc.stats,1,0,1,5,1,5,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,3396.0,3396.0
CoordBase.stats,0,0,1,5,0,5,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,1371.0,1371.0
RegisterThornFunctions.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,378.0,378.0
nc.stats,0,0,0,4,0,4,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,21226.0,21226.0
SymBase_Parameters.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,21.0,21.0
ADMMacros_Parameters.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,45.0,45.0
DecodeSymParameters.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,351.0,351.0
cctk_ThornBindings.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,153.0,153.0
GaugeWave_Functions.stats,0,0,0,4,0,4,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,0.0,0.0
Time_Parameters.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,1176.0,1176.0
DebugDefines.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,53.0,53.0
v1hpg.stats,0,0,0,4,0,4,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,168583.0,168583.0
spec_qsort.stats,9,0,0,9,72,6,0,0,0,0,511.povray_r,0.0,0.0,0.0,0.0,808356.0,808356.0
fort-lib.stats,0,0,0,14,0,8,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,2418.0,2418.0
matrix.stats,0,0,0,31,0,30,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,16931.0,16931.0
geometry.stats,0,0,0,4,0,4,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,9113.0,9113.0
resize.stats,13,2,0,44,13,41,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,85706.0,85706.0
wand.stats,0,0,0,4,0,4,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,117.0,117.0
compare.stats,2,0,0,33,2,32,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,59992.0,59992.0
mogrify.stats,22,0,8,54,22,48,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,133642833.0,133642833.0
semaphore.stats,0,0,0,4,0,4,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,208.0,208.0
effect.stats,12,0,1,43,12,42,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,175841.0,175841.0
list.stats,1,0,0,5,1,5,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,12213.0,12213.0
data.stats,0,0,0,4,0,4,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,131.0,131.0
module.stats,0,0,0,4,0,4,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,301.0,301.0
static.stats,0,0,0,4,0,4,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,0.0,0.0
memory.stats,0,0,0,4,0,4,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,1451.0,1451.0
policy.stats,1,0,2,7,1,6,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,9908.0,9908.0
display.stats,0,0,0,31,0,30,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,100.0,100.0
convert.stats,1,0,0,5,1,5,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,117422230.0,117422230.0
statistic.stats,8,1,0,39,8,37,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,251371.0,251371.0
distort.stats,63,39,0,97,85,55,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,299712.0,299712.0
magick-wand.stats,0,0,0,4,0,4,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,10029.0,10029.0
constitute.stats,1,0,0,5,1,5,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,43850.0,43850.0
string.stats,28,0,1,36,74,24,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,14764.0,14764.0
colorspace.stats,2,0,6,39,2,33,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,95608.0,95608.0
enhance.stats,21,3,6,52,21,46,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,72233.0,72233.0
coder.stats,1,0,2,7,1,6,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,7250.0,7250.0
log.stats,0,0,0,4,0,4,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,4.0,4.0
client.stats,0,0,0,4,0,4,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,2.0,2.0
delegate.stats,0,0,0,4,0,4,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,17.0,17.0
stream.stats,374,0,173,416,374,191,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,302503.0,302503.0
accelerate.stats,0,0,0,31,0,30,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,36.0,36.0
tga.stats,18,0,19,51,18,40,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,12568.0,12568.0
quantum-import.stats,66,0,0,83,2808,57,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,10995705.0,10995705.0
compress.stats,6,0,1,11,15,9,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,68553.0,68553.0
resample.stats,6,3,0,37,6,31,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,12266.0,12266.0
splay-tree.stats,0,0,0,4,0,4,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,24057.0,24057.0
random.stats,3,0,0,7,3,5,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,9006.0,9006.0
magick.stats,1,0,2,7,1,6,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,6838.0,6838.0
token.stats,27,0,0,34,32,18,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,35561.0,35561.0
cache-view.stats,0,0,0,4,0,4,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,2474.0,2474.0
artifact.stats,0,0,0,4,0,4,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,1205.0,1205.0
monitor.stats,0,0,0,4,0,4,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,30.0,30.0
pixel-iterator.stats,0,0,0,4,0,4,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,8234.0,8234.0
cache.stats,2,0,0,33,2,31,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,92867.0,92867.0
threshold.stats,9,0,0,40,9,39,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,39693.0,39693.0
property.stats,32,0,0,36,180,21,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,255904.0,255904.0
Reduction.stats,0,0,0,4,0,4,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,6333.0,6333.0
var.stats,0,0,0,4,0,4,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,13597.0,13597.0
fort-varaio.stats,0,0,0,14,0,8,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,936.0,936.0
collect_on_comm.stats,0,0,0,0,0,0,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,90.0,90.0
c_code.stats,0,0,0,4,0,4,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,1588.0,1588.0
fort-attio.stats,0,0,0,14,0,8,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,1728.0,1728.0
v2i.stats,0,0,0,0,0,0,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,630.0,630.0
dim.stats,0,0,0,4,0,4,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,3303.0,3303.0
period.stats,0,0,0,0,0,0,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,731.0,731.0
reg_parse.stats,0,0,0,4,0,4,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,2079.0,2079.0
ncio.stats,0,0,0,4,0,4,0,0,0,0,521.wrf_r,0.0,0.0,0.0,0.0,11124.0,11124.0
channel.stats,2,0,0,33,2,32,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,21794.0,21794.0
decorate.stats,4,0,0,35,4,34,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,557733.0,557733.0
magick-property.stats,0,0,0,4,0,4,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,8627.0,8627.0
exception.stats,0,0,0,4,0,4,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,6223.0,6223.0
magic.stats,5,0,3,12,5,8,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,10655.0,10655.0
hashmap.stats,0,0,0,4,0,4,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,23029.0,23029.0
quantum-export.stats,31,0,0,97,1201,72,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,7728346.0,7728346.0
identify.stats,0,0,5,36,0,35,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,243943.0,243943.0
composite.stats,1,0,0,32,1,31,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,43829.0,43829.0
magick-image.stats,0,0,0,4,0,4,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,43790.0,43790.0
version.stats,0,0,0,4,0,4,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,312.0,312.0
layer.stats,1,1,0,33,1,32,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,58364.0,58364.0
mime.stats,18,0,3,25,18,21,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,13047.0,13047.0
pixel.stats,428,0,169,466,934,304,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,1696055.0,1696055.0
paint.stats,4,0,0,35,4,34,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,18999.0,18999.0
fourier.stats,1,0,0,32,1,31,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,25757.0,25757.0
analyze.stats,0,0,0,4,0,4,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,561.0,561.0
image.stats,2,0,0,33,4,31,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,82525.0,82525.0
blob.stats,59,0,0,63,75,59,0,0,0,0,538.imagick_r,0.0,0.0,0.0,0.0,40513.0,40513.0
Static.stats,0,0,0,4,0,4,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,28773.0,28773.0
IOBasic_Parameters.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,3240.0,3240.0
ADMCoupling.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,16120.0,16120.0
File.stats,0,0,0,4,0,4,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,159.0,159.0
GHExtensions.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,982.0,982.0
PUGH.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,1963.0,1963.0
CopyBoundary.stats,0,0,0,4,0,4,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,45214.0,45214.0
ADMBase_Parameters.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,3655.0,3655.0
FortranBindingsIO.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,20.0,20.0
Fortran.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,1963.0,1963.0
ScheduleIOUtil.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,990.0,990.0
ADMBase_Functions.stats,0,0,0,4,0,4,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,0.0,0.0
GetSymmetry.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,881.0,881.0
PUGHInterp.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,1963.0,1963.0
IOMethods.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,1122.0,1122.0
ScheduleLocalReduce.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,45.0,45.0
RegisterKeyedFunction.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,7.0,7.0
StoreNamedData.stats,0,0,0,4,0,4,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,175.0,175.0
Table.stats,2,0,0,6,2,6,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,23807.0,23807.0
CactusTimers.stats,0,0,0,4,0,4,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,7071.0,7071.0
ScheduleADMMacros.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,78.0,78.0
ProcessEnvironment.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,3.0,3.0
ScheduleCreater.stats,0,0,0,4,0,4,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,6309.0,6309.0
Startup.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,2707.0,2707.0
MoL_Functions.stats,0,0,0,4,0,4,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,534.0,534.0
FlatBoundary.stats,0,0,0,4,0,4,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,29837.0,29837.0
ScheduleTmunuBase.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,2016.0,2016.0
SetupCache.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,3.0,3.0
InitialiseDataStructures.stats,0,0,0,4,0,4,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,6.0,6.0
CactusSync.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,150.0,150.0
ScheduleFortran.stats,0,0,0,0,0,0,0,0,0,0,507.cactuBSSN_r,0.0,0.0,0.0,0.0,36.0,36.0
